ExpNum,SubjectID,SubjTrial,ItemNum,ItemNumQuartile,Response,ResponseType,global.argid,RT,TargetWord,MiddleTerm1,MiddleTerm2,TrialType,ExpectedResponse,ResponseWasCorrect,Syllogism,SyllogismSimple,ListNum,premise1,premise2,conclusion,MiddleSyllogismPairing,PrimePairRelationType,excl.subj,excl.trial,loadunload,loadtype,loadtime,digitMatch,FullArgument,stim.ConcTruth,stim.ConcRT,stim.Conc.N,stim.premiseJudgment_P1,stim.premiseRT_P1,stim.N_P1,stim.premiseJudgment_P2,stim.premiseRT_P2,stim.N_P2
M1-cross,2,2_17,17,Second,1,FullArgument,17,9090,board,board,board,Homonymy,0,0,Datisi,Datisi,2,All boards are wooden planks,Some boards are governing organizations,Some governing organizations are wooden planks,2,NA,0,0,unloaded,NA,NA,NA,All boards are wooden planks -- Some boards are governing organizations -- Some governing organizations are wooden planks,0.0769230769230769,6761.97435897436,39,0.225,12257.475,40,0.8,10497.65,20
M1-cross,2,2_18,18,Second,1,FullArgument,18,6502,cabinet,cabinet,cabinet,Homonymy,0,0,Darii,Darii,2,All cabinets are political appointments,Some shelving units are cabinets,Some shelving units are political appointments,2,NA,0,0,unloaded,NA,NA,NA,All cabinets are political appointments -- Some shelving units are cabinets -- Some shelving units are political appointments,0.0512820512820513,8060.28205128205,39,0.4,9891.125,40,0.9,7433.85,20
M1-cross,2,2_19,19,Second,1,FullArgument,19,8038,change,change,change,Homonymy,0,0,Disamis,Disamis,2,Some change is transformation,All change is money,Some money is transformation,2,NA,0,0,unloaded,NA,NA,NA,Some change is transformation -- All change is money -- Some money is transformation,0.41025641025641,5465.5641025641,39,0.9,9145.65,20,0.275,8975.2,40
M1-cross,2,2_20,20,Second,1,FullArgument,20,5106,doughnuts,doughnuts,doughnuts,Valid Filler,1,1,Disamis,Disamis,2,Some doughnuts are glazed,All doughnuts are sugary foods,Some sugary foods are glazed,2,NA,0,0,unloaded,NA,NA,NA,Some doughnuts are glazed -- All doughnuts are sugary foods -- Some sugary foods are glazed,0.95,6493.3,20,0.75,7125.9,20,0.35,7739.825,40
M1-cross,2,2_21,21,Second,1,FullArgument,21,5777,toilets,toilets,toilets,Invalid Filler,0,0,Dimatis*,Dimatis,2,Some seats are toilets,All urinals are toilets,Some urinals are seats,2,NA,0,0,unloaded,NA,NA,NA,Some seats are toilets -- All urinals are toilets -- Some urinals are seats,0.15,5807.35,20,0.75,11272.7,20,0.625,10130.975,40
M1-cross,2,2_22,22,Second,1,FullArgument,22,6567,dinner,dinner,dinner,Polysemy,0,0,Dimatis,Dimatis,2,Some black tie events are dinners,All dinners are foods,Some foods are black tie events,2,NA,0,0,unloaded,NA,NA,NA,Some black tie events are dinners -- All dinners are foods -- Some foods are black tie events,0.1,6670.6,20,0.8,8038.05,20,0.775,9954.425,40
M1-cross,2,2_23,23,Second,1,FullArgument,23,5274,trucks,trucks,trucks,Valid Filler,1,1,Datisi,Datisi,2,All trucks are vehicles,Some trucks are big rigs,Some big rigs are vehicles,2,NA,0,0,unloaded,NA,NA,NA,All trucks are vehicles -- Some trucks are big rigs -- Some big rigs are vehicles,0.75,8236.6,20,0.825,9986.65,40,0.75,11504.6,20
M1-cross,2,2_24,24,Second,1,FullArgument,24,5573,clowns,clowns,clowns,Valid Filler,1,1,Disamis,Disamis,2,Some clowns are mimes,All clowns are entertainers,Some entertainers are mimes,2,NA,0,0,unloaded,NA,NA,NA,Some clowns are mimes -- All clowns are entertainers -- Some entertainers are mimes,0.95,6610,20,0.75,10145.05,20,0.5,10145.05,20
M1-cross,2,2_25,25,Second,1,FullArgument,25,7497,sausages,sausages,sausages,Invalid Filler,0,0,Darii*,Darii,2,All chili dogs are sausages,Some pizza toppings are sausages,Some pizza toppings are chili dogs,2,NA,0,0,unloaded,NA,NA,NA,All chili dogs are sausages -- Some pizza toppings are sausages -- Some pizza toppings are chili dogs,0.1,6750.5,20,0.375,13153.05,40,0.894736842105263,9689.36842105263,19
M1-cross,2,2_26,26,Second,1,FullArgument,26,8206,college,college,college,Polysemy,0,0,Disamis,Disamis,2,Some colleges have chancellors,All colleges are groups of buildings,Some groups of buildings have chancellors,2,NA,0,0,unloaded,NA,NA,NA,Some colleges have chancellors -- All colleges are groups of buildings -- Some groups of buildings have chancellors,0.45,10944.1,20,0.85,13566.55,20,0.25,13566.55,20
M1-cross,2,2_27,27,Second,1,FullArgument,27,6167,magazines,magazines,magazines,Polysemy,0,0,Dimatis,Dimatis,2,Some recyclables are magazines,All magazines are subscriptions,Some subscriptions are recyclables,2,NA,0,0,unloaded,NA,NA,NA,Some recyclables are magazines -- All magazines are subscriptions -- Some subscriptions are recyclables,0.25,5454.5,20,1,6030.7,20,0.15,7735.275,40
M1-cross,2,2_28,28,Second,1,FullArgument,28,9323,dolls,dolls,dolls,Valid Filler,1,1,Disamis,Disamis,2,Some dolls are toys,All dolls are man made objects,Some man made objects are toys,2,NA,0,0,unloaded,NA,NA,NA,Some dolls are toys -- All dolls are man made objects -- Some man made objects are toys,0.948717948717949,6239.66666666667,39,0.85,8619,20,0.75,8743.825,40
M1-cross,2,2_29,29,Third,1,FullArgument,29,6890,wave,wave,wave,Homonymy,0,0,Datisi,Datisi,2,All waves are water,Some waves are gestures,Some gestures are water,2,NA,0,0,unloaded,NA,NA,NA,All waves are water -- Some waves are gestures -- Some gestures are water,0.128205128205128,4835,39,0.2,8041.15,40,0.95,6903.25,20
M1-cross,2,2_30,30,Third,0,FullArgument,30,5932,injuries,injuries,injuries,Invalid Filler,0,1,Datisi*,Datisi,2,All broken bones are injuries,Some injuries are sunburns,Some sunburns are broken bones,2,NA,0,0,unloaded,NA,NA,NA,All broken bones are injuries -- Some injuries are sunburns -- Some sunburns are broken bones,0.0256410256410256,4863.41025641026,39,0.8,9374.3,40,0.8,9240.6,20
M1-cross,2,2_31,31,Third,1,FullArgument,31,6379,burgers,burgers,burgers,Valid Filler,1,1,Dimatis,Dimatis,2,Some entrées are burgers,All burgers are sandwiches,Some sandwiches are entrées,2,NA,0,0,unloaded,NA,NA,NA,Some entrées are burgers -- All burgers are sandwiches -- Some sandwiches are entrées,0.9,7244.85,20,0.894736842105263,6785.78947368421,19,0.743589743589744,9041.79487179487,39
M1-cross,2,2_32,32,Third,1,FullArgument,32,6880,colors,colors,colors,Invalid Filler,0,0,Dimatis*,Dimatis,2,Some pastels are colors,All shade of neon green are colors,Some shades of neon green are pastels,2,NA,0,0,unloaded,NA,NA,NA,Some pastels are colors -- All shade of neon green are colors -- Some shades of neon green are pastels,0.325,8039.475,40,0.85,9077.05,40,0.85,11029.85,20
M1-cross,2,2_33,33,Third,1,FullArgument,33,5614,poets,poets,poets,Valid Filler,1,1,Darii,Darii,2,All poets are writers,Some teachers are poets,Some teachers are writers,2,NA,0,0,unloaded,NA,NA,NA,All poets are writers -- Some teachers are poets -- Some teachers are writers,1,3184.325,40,0.675,8091.025,40,0.9,8060.75,20
M1-cross,2,2_34,34,Third,0,FullArgument,34,6579,stones,stones,stones,Invalid Filler,0,1,Darii*,Darii,2,All boulders are stones,Some paperweights are stones,Some paperweights are boulders,2,NA,0,0,unloaded,NA,NA,NA,All boulders are stones -- Some paperweights are stones -- Some paperweights are boulders,0.2,5691.7,20,0.7,7567.9,20,0.7,7567.9,20
M1-cross,2,2_35,35,Third,1,FullArgument,35,6947,ponies,ponies,ponies,Valid Filler,1,1,Darii,Darii,2,All ponies neigh,Some thoroughbreds are ponies,Some thoroughbreds neigh,2,NA,0,0,unloaded,NA,NA,NA,All ponies neigh -- Some thoroughbreds are ponies -- Some thoroughbreds neigh,0.717948717948718,8519.79487179487,39,0.325,10298.325,40,0.7,11668.7,20
M1-cross,2,2_36,36,Third,1,FullArgument,36,6063,singers,singers,singers,Valid Filler,1,1,Disamis,Disamis,2,Some singers are guitarists,All singers are vocalists,Some vocalists are guitarists,2,NA,0,0,unloaded,NA,NA,NA,Some singers are guitarists -- All singers are vocalists -- Some vocalists are guitarists,1,4616.75,20,0.9,7379.45,20,0.65,7379.45,20
M1-cross,2,2_37,37,Third,0,FullArgument,37,9306,match,match,match,Homonymy,0,1,Dimatis,Dimatis,2,Some pay-per-view broadcasts are matches,All matches are fire starters,Some fire starters are pay-per-view broadcasts,2,NA,0,0,unloaded,NA,NA,NA,Some pay-per-view broadcasts are matches -- All matches are fire starters -- Some fire starters are pay-per-view broadcasts,0.2,7387.3,20,0.7,10276.85,20,0.35,9723.725,40
M1-cross,2,2_38,38,Third,1,FullArgument,38,10251,funerals,funerals,funerals,Invalid Filler,0,0,Darii*,Darii,2,All anonymous burials are funerals,Some family gatherings are funerals,Some family gatherings are anonymous burials,2,NA,0,0,unloaded,NA,NA,NA,All anonymous burials are funerals -- Some family gatherings are funerals -- Some family gatherings are anonymous burials,0.3,11755.75,20,0.25,9298.3,20,0.9,9298.3,20
M1-cross,2,2_39,39,Third,1,FullArgument,39,32717,mugs,mugs,mugs,Valid Filler,1,1,Darii,Darii,2,All mugs are cups,Some ceramics are mugs,Some ceramics are cups,2,NA,0,0,unloaded,NA,NA,NA,All mugs are cups -- Some ceramics are mugs -- Some ceramics are cups,0.925,5496.35,40,0.625,8521.6,40,0.85,6625.3,20
M1-cross,2,2_40,40,Third,1,FullArgument,40,5267,swords,swords,swords,Valid Filler,1,1,Dimatis,Dimatis,2,Some sharp things are swords,All swords are weapons,Some weapons are sharp things,2,NA,0,0,unloaded,NA,NA,NA,Some sharp things are swords -- All swords are weapons -- Some weapons are sharp things,0.95,3955.85,20,0.85,7047.8,20,0.6,9192.45,40
M1-cross,2,2_41,41,Third,1,FullArgument,41,6449,letter,letter,letter,Polysemy,0,0,Darii,Darii,2,All letters have stamps,Some rejections are letters,Some rejections have stamps,2,NA,0,0,unloaded,NA,NA,NA,All letters have stamps -- Some rejections are letters -- Some rejections have stamps,0.675,6574.525,40,0.25,8014.05,40,0.9,7769.7,20
M1-cross,2,2_42,42,Third,1,FullArgument,42,7953,statues,statues,statues,Valid Filler,1,1,Darii,Darii,2,All statues are sculptures,Some artworks are statues,Some artworks are sculptures,2,NA,0,0,unloaded,NA,NA,NA,All statues are sculptures -- Some artworks are statues -- Some artworks are sculptures,1,5621.3,20,0.6,11030.95,40,0.894736842105263,8692.73684210526,19
M1-cross,2,2_43,43,Fourth,0,FullArgument,43,5673,suit,suit,suit,Homonymy,0,1,Dimatis,Dimatis,2,Some court proceedings are suits,All suits are formal outfits,Some formal outfits are court proceedings,2,NA,0,0,unloaded,NA,NA,NA,Some court proceedings are suits -- All suits are formal outfits -- Some formal outfits are court proceedings,0.2,5575.05,20,0.7,9911.5,20,0.6,9911.5,20
M1-cross,2,2_44,44,Fourth,0,FullArgument,44,7245,ball,ball,ball,Homonymy,0,1,Datisi,Datisi,2,All balls are toys,Some balls are senior proms,Some senior proms are toys,2,NA,0,0,unloaded,NA,NA,NA,All balls are toys -- Some balls are senior proms -- Some senior proms are toys,0.076923076923077,5036.84615384615,39,0.275,8574.075,40,0.75,6732.2,20
M1-cross,2,2_45,45,Fourth,0,FullArgument,45,7550,actors,actors,actors,Invalid Filler,0,1,Darii*,Darii,2,All male leads are actors,Some women are actors,Some women are male leads,2,NA,0,0,unloaded,NA,NA,NA,All male leads are actors -- Some women are actors -- Some women are male leads,0.3,6943.125,40,0.525,9712.125,40,0.9,7349.05,20
M1-cross,2,2_46,46,Fourth,1,FullArgument,46,5251,book,book,book,Polysemy,0,0,Datisi,Datisi,2,All books are printed,Some books are romances,Some romances are printed,2,NA,0,0,unloaded,NA,NA,NA,All books are printed -- Some books are romances -- Some romances are printed,0.8,5441.25,20,0.35,12547.95,20,0.894736842105263,6312.47368421053,19
M1-cross,2,2_47,47,Fourth,1,FullArgument,47,6187,widows,widows,widows,Valid Filler,1,1,Datisi,Datisi,2,All widows are women,Some widows are parents,Some parents are women,2,NA,0,0,unloaded,NA,NA,NA,All widows are women -- Some widows are parents -- Some parents are women,1,3630.15384615385,39,0.575,11366.9,40,0.85,10005.35,20
M1-cross,2,2_48,48,Fourth,1,FullArgument,48,13753,school,school,school,Polysemy,0,0,Dimatis,Dimatis,2,Some rectangular buildings are schools,All schools are employers,Some employers are rectangular buildings,2,NA,0,0,unloaded,NA,NA,NA,Some rectangular buildings are schools -- All schools are employers -- Some employers are rectangular buildings,0.2,8459.5,20,0.9,15627.35,20,0.425,12931.125,40
M1-cross,2,2_49,49,Fourth,0,FullArgument,49,7975,rock,rock,rock,Homonymy,0,1,Darii,Darii,2,All rock has guitars,Some marble is rock,Some marble has guitars,2,NA,0,0,unloaded,NA,NA,NA,All rock has guitars -- Some marble is rock -- Some marble has guitars,0.025,7329.775,40,0.25,8686.35,40,1,8138,20
M1-cross,2,2_50,50,Fourth,1,FullArgument,50,6337,spices,spices,spices,Invalid Filler,0,0,Datisi*,Datisi,2,All mustard seeds are spices,Some spices are dried roots,Some dried roots are mustard seeds,2,NA,0,0,unloaded,NA,NA,NA,All mustard seeds are spices -- Some spices are dried roots -- Some dried roots are mustard seeds,0.256410256410256,6947.1282051282,39,0.4,11384.9,40,0.7,10684.05,20
M1-cross,2,2_51,51,Fourth,1,FullArgument,51,6175,peppers,peppers,peppers,Invalid Filler,0,0,Datisi*,Datisi,2,All jalapenos are peppers,Some peppers are yellow vegetables,Some yellow vegetables are jalapenos,2,NA,0,0,unloaded,NA,NA,NA,All jalapenos are peppers -- Some peppers are yellow vegetables -- Some yellow vegetables are jalapenos,0.358974358974359,7881.17948717949,39,0.825,8851.3,40,0.8,10325.45,20
M1-cross,2,2_52,52,Fourth,1,FullArgument,52,5550,rifles,rifles,rifles,Valid Filler,1,1,Dimatis,Dimatis,2,Some safety hazards are rifles,All rifles are guns,Some guns are safety hazards,2,NA,0,0,unloaded,NA,NA,NA,Some safety hazards are rifles -- All rifles are guns -- Some guns are safety hazards,0.95,6689,20,0.9,9250.35,20,0.85,8348.8,40
M1-cross,2,2_53,53,Fourth,1,FullArgument,53,7691,star,star,star,Homonymy,0,0,Darii,Darii,2,All stars have autographs,Some red dwarfs are stars,Some red dwarfs have autographs,2,NA,0,0,unloaded,NA,NA,NA,All stars have autographs -- Some red dwarfs are stars -- Some red dwarfs have autographs,0.125,9277.225,40,0.358974358974359,9713.33333333333,39,0.631578947368421,9164.05263157895,19
M1-cross,2,2_54,54,Fourth,0,FullArgument,54,7039,dresses,dresses,dresses,Invalid Filler,0,1,Disamis*,Disamis,2,Some dresses are cocktail outfits,All ball gowns are dresses,Some ball gowns are cocktail outfits,2,NA,0,0,unloaded,NA,NA,NA,Some dresses are cocktail outfits -- All ball gowns are dresses -- Some ball gowns are cocktail outfits,0.461538461538462,7028.20512820513,39,0.95,12585.9,20,0.775,14701.2,40
M1-cross,2,2_55,55,Fourth,0,FullArgument,55,7968,antiques,antiques,antiques,Invalid Filler,0,1,Disamis*,Disamis,2,Some antiques are pieces of jewelry,All medieval manuscripts are antiques,Some medieval manuscripts are pieces of jewelry,2,NA,0,0,unloaded,NA,NA,NA,Some antiques are pieces of jewelry -- All medieval manuscripts are antiques -- Some medieval manuscripts are pieces of jewelry,0.179487179487179,7969.74358974359,39,0.95,6732.25,20,0.769230769230769,9691.71794871795,39
M1-cross,2,2_56,56,Fourth,1,FullArgument,56,5675,company,company,company,Polysemy,0,0,Datisi,Datisi,2,All companies are buildings,Some companies are hierarchies,Some hierarchies are buildings,2,NA,0,0,unloaded,NA,NA,NA,All companies are buildings -- Some companies are hierarchies -- Some hierarchies are buildings,0.2,7647.1,20,0.175,7717.6,40,0.8,7017.75,20
M1-cross,3,3_1,1,First,1,FullArgument,57,19394,book,book,book,Polysemy,0,0,Disamis,Disamis,2,Some books are doorstops,All books are pieces of intellectual property,Some pieces of intellectual property are doorstops,4,NA,0,0,unloaded,NA,NA,NA,Some books are doorstops -- All books are pieces of intellectual property -- Some pieces of intellectual property are doorstops,0.2,9921.1,40,0.6,14024.75,20,0.7,12528.325,40
M1-cross,3,3_2,2,First,0,FullArgument,58,28291,mothers,mothers,mothers,Invalid Filler,0,1,Datisi*,Datisi,2,All grandmas are mothers,Some mothers are teens,Some teens are grandmas,4,NA,0,0,unloaded,NA,NA,NA,All grandmas are mothers -- Some mothers are teens -- Some teens are grandmas,0.1,6334.6,20,0.9,9105.35,20,1,9105.35,20
M1-cross,3,3_3,3,First,1,FullArgument,59,20729,funerals,funerals,funerals,Invalid Filler,0,0,Dimatis*,Dimatis,2,Some family gatherings are funerals,All anonymous burials are funerals,Some anonymous burials are family gatherings,4,NA,0,0,unloaded,NA,NA,NA,Some family gatherings are funerals -- All anonymous burials are funerals -- Some anonymous burials are family gatherings,0.307692307692308,9251.07692307692,39,1,11265.85,20,0.4,11756.25,40
M1-cross,3,3_4,4,First,1,FullArgument,60,23329,peppers,peppers,peppers,Invalid Filler,0,0,Disamis*,Disamis,2,Some peppers are yellow vegetables,All jalapenos are peppers,Some jalapenos are yellow vegetables,4,NA,0,0,unloaded,NA,NA,NA,Some peppers are yellow vegetables -- All jalapenos are peppers -- Some jalapenos are yellow vegetables,0.425,10722.575,40,1,11975,20,0.825,11686.075,40
M1-cross,3,3_5,5,First,1,FullArgument,61,13419,ball,ball,ball,Homonymy,0,0,Disamis,Disamis,2,Some balls are senior proms,All balls are toys,Some toys are senior proms,4,NA,0,0,unloaded,NA,NA,NA,Some balls are senior proms -- All balls are toys -- Some toys are senior proms,0.1,5756.35,20,0.95,10610.8,20,0.1,9668.125,40
M1-cross,3,3_6,6,First,1,FullArgument,62,22219,thieves,thieves,thieves,Invalid Filler,0,0,Disamis*,Disamis,2,Some thieves are children,All mob bosses are thieves,Some mob bosses are children,4,NA,0,0,unloaded,NA,NA,NA,Some thieves are children -- All mob bosses are thieves -- Some mob bosses are children,0.2,6456.15,40,1,8272.2,20,0.2,8074.525,40
M1-cross,3,3_7,7,First,1,FullArgument,63,16822,clowns,clowns,clowns,Valid Filler,1,1,Datisi,Datisi,2,All clowns are entertainers,Some clowns are mimes,Some mimes are entertainers,4,NA,0,0,unloaded,NA,NA,NA,All clowns are entertainers -- Some clowns are mimes -- Some mimes are entertainers,1,5146.2,20,0.55,8480.75,20,0.95,8480.75,20
M1-cross,3,3_8,8,First,1,FullArgument,64,47489,stones,stones,stones,Invalid Filler,0,0,Dimatis*,Dimatis,2,Some paperweights are stones,All boulders are stones,Some boulders are paperweights,4,NA,0,0,unloaded,NA,NA,NA,Some paperweights are stones -- All boulders are stones -- Some boulders are paperweights,0.2,7749,20,0.95,11480.25,20,0.65,10538.625,40
M1-cross,3,3_9,9,First,1,FullArgument,65,64528,dinner,dinner,dinner,Polysemy,0,0,Darii,Darii,2,All dinners happen after four o'clock,Some lasagnas are dinners,Some lasagnas happen after four o'clock,4,NA,0,0,unloaded,NA,NA,NA,All dinners happen after four o'clock -- Some lasagnas are dinners -- Some lasagnas happen after four o'clock,0.85,9013.35,20,0.35,9351.9,40,0.95,9801.2,20
M1-cross,3,3_10,10,First,1,FullArgument,66,10537,breakfast,breakfast,breakfast,Polysemy,0,0,Datisi,Datisi,2,All breakfasts are under three hours,Some breakfasts are smoothies,Some smoothies are under three hours,4,NA,0,0,unloaded,NA,NA,NA,All breakfasts are under three hours -- Some breakfasts are smoothies -- Some smoothies are under three hours,0.525,6430.05,40,0.25,10045.575,40,1,11778.15,20
